ProductID,Weight,FatContent,ProductVisibility,ProductType,MRP,OutletID,EstablishmentYear,OutletSize,LocationType,OutletType,OutletSales
NCN43,12.15,Низкокалорийный,0.006770252,Другое,124.473,OUT049,1999,Средний,Локация 1,Супермаркет Тип1,1231.73
NCI31,,Низкокалорийный,0.142393355,Другое,36.419,OUT019,1985,Маленький,Локация 1,Продуктовый магазин,109.857
FDK55,18.5,Низкокалорийный,0.025813943,Мясо,89.1172,OUT045,2002,,Локация 2,Супермаркет Тип1,892.172
FDC17,12.15,Низкокалорийный,0.015548178,Замороженные продукты,211.2928,OUT017,2007,,Локация 2,Супермаркет Тип1,5049.4272
FDV28,16.1,Средняя калорийность,0.159698192,Замороженные продукты,32.0558,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,1018.674
FDY26,20.6,Средняя калорийность,0.030634813,Молочные продукты,212.9244,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,2540.6928
NCU06,17.6,Низкокалорийный,0.074522745,Товары для дома,228.801,OUT049,1999,Средний,Локация 1,Супермаркет Тип1,3215.814
FDV16,,Средняя калорийность,0.145200948,Замороженные продукты,35.4558,OUT019,1985,Маленький,Локация 1,Продуктовый магазин,135.8232
FDY31,5.98,Низкокалорийный,0.043651198,Фрукты и овощи,146.1418,OUT045,2002,,Локация 2,Супермаркет Тип1,3089.9778
DRE37,13.5,Низкокалорийный,0.094366079,Безалкогольные напитки,190.9872,OUT049,1999,Средний,Локация 1,Супермаркет Тип1,2836.308
FDH33,12.85,Низкокалорийный,0.121702394,Закуски,42.7428,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,703.0848
FDA46,13.6,Низкокалорийный,0.117613212,Закуски,194.2136,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,2527.3768
FDP12,9.8,Средняя калорийность,0.045258247,Выпечка,35.9874,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,282.2992
FDJ09,15,Низкокалорийный,0.058485617,Закуски,44.7744,OUT049,1999,Средний,Локация 1,Супермаркет Тип1,679.116
NCS54,,Низкокалорийный,0.00994477,Товары для дома,177.837,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,6528.169
FDJ33,,Средняя калорийность,0.087894475,Закуски,121.173,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,2586.633
FDF32,16.35,Низкокалорийный,0.113953562,Фрукты и овощи,198.2426,OUT010,1998,,Локация 3,Продуктовый магазин,790.9704
FDN24,,Низкокалорийный,0.198316649,Выпечка,54.3956,OUT019,1985,Маленький,Локация 1,Продуктовый магазин,272.978
FDX21,7.05,Низкокалорийный,0.084949955,Закуски,109.7912,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,1091.912
FDC57,20.1,Средняя калорийность,0.054549098,Фрукты и овощи,193.782,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,1158.492
NCZ06,19.6,Низкокалорийный,0.094545236,Товары для дома,254.7698,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,5327.0658
FDY56,16.35,Средняя калорийность,0.062359467,Фрукты и овощи,224.0062,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,4288.4178
NCH07,13.15,Низкокалорийный,0.092811105,Товары для дома,159.7604,OUT049,1999,Средний,Локация 1,Супермаркет Тип1,4119.9704
FDS44,12.65,Средняя калорийность,0.156679617,Фрукты и овощи,238.8538,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,4566.7222
FDY33,14.5,Средняя калорийность,0.09735225,Закуски,160.7262,OUT049,1999,Средний,Локация 1,Супермаркет Тип1,1750.3882
FDZ48,17.75,Низкокалорийный,0.076113671,Выпечка,111.4544,OUT045,2002,,Локация 2,Супермаркет Тип1,1006.6896
FDY48,14,Низкокалорийный,0.023783007,Выпечка,104.0332,OUT045,2002,,Локация 2,Супермаркет Тип1,1435.4648
FDK16,,Низкокалорийный,0.114771298,Замороженные продукты,93.9094,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,3903.5854
FDT16,9.895,Средняя калорийность,0.048662357,Замороженные продукты,261.7278,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,4685.9004
FDC26,10.195,Низкокалорийный,0.211539389,Консервы,110.9886,OUT010,1998,,Локация 3,Продуктовый магазин,111.1886
DRJ47,18.25,Низкокалорийный,0.044430561,Крепкие напитки,174.208,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,2596.62
FDQ04,6.4,Низкокалорийный,0.141860161,Замороженные продукты,41.0796,OUT010,1998,,Локация 3,Продуктовый магазин,41.2796
FDN40,5.88,Низкокалорийный,0,Замороженные продукты,154.2998,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,1999.3974
FDS39,6.895,Низкокалорийный,0.022441883,Мясо,143.8812,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,2707.1428
FDC11,20.5,Низкокалорийный,0.142370445,Бакалея,90.6172,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,1427.4752
FDQ39,14.8,Низкокалорийный,0.13564792,Мясо,190.8846,OUT010,1998,,Локация 3,Продуктовый магазин,191.0846
FDB33,17.75,Низкокалорийный,0.014602837,Фрукты и овощи,158.6262,OUT049,1999,Средний,Локация 1,Супермаркет Тип1,3819.0288
FDU27,18.6,Средняя калорийность,0.28701714,Мясо,48.8376,OUT010,1998,,Локация 3,Продуктовый магазин,47.9376
FDM44,12.5,Низкокалорийный,0.031112643,Фрукты и овощи,104.999,OUT045,2002,,Локация 2,Супермаркет Тип1,1444.786
FDT32,19,Средняя калорийность,0.065621523,Фрукты и овощи,186.5214,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,5275.7992
DRC13,8.26,Средняя калорийность,0.032573725,Безалкогольные напитки,125.073,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,985.384
NCO07,9.06,Низкокалорийный,0.009776268,Другое,213.756,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,1065.28
FDJ16,9.195,Низкокалорийный,0.115353642,Замороженные продукты,58.9246,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,926.7936
FDB22,,Низкокалорийный,0.110901004,Закуски,155.0998,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,2768.3964
NCS30,5.945,Низкокалорийный,0.093214866,Товары для дома,129.1652,OUT045,2002,,Локация 2,Супермаркет Тип1,2841.6344
FDQ59,,Средняя калорийность,0,Хлеб,84.5908,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,3020.0688
FDI38,13.35,Средняя калорийность,0.014649641,Консервы,207.3638,OUT049,1999,Средний,Локация 1,Супермаркет Тип1,5797.7864
FDR52,12.65,Средняя калорийность,0.07603021,Замороженные продукты,189.0846,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,4012.7766
FDT15,12.15,Средняя калорийность,0.042855388,Мясо,181.695,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,2929.52
FDR52,,Средняя калорийность,0.133144259,Замороженные продукты,190.8846,OUT019,1985,Маленький,Локация 1,Продуктовый магазин,191.0846
FDS60,20.85,Низкокалорийный,0.032580705,Выпечка,180.066,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,2157.192
FDK52,18.25,Низкокалорийный,0,Замороженные продукты,224.1062,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,4965.5364
FDA04,11.3,Средняя калорийность,0.066865326,Замороженные продукты,260.1962,OUT045,2002,,Локация 2,Супермаркет Тип1,2848.9582
NCQ53,17.6,Низкокалорийный,0.018943666,Здоровье и гигиена,237.359,OUT045,2002,,Локация 2,Супермаркет Тип1,6145.334
FDN28,5.88,Средняя калорийность,0.030371121,Замороженные продукты,101.799,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,1960.781
FDU12,,Средняя калорийность,0.132630345,Выпечка,263.8568,OUT019,1985,Маленький,Локация 1,Продуктовый магазин,790.9704
FDT03,21.25,Низкокалорийный,0.01001904,Мясо,184.6608,OUT045,2002,,Локация 2,Супермаркет Тип1,367.5216
FDY57,20.2,Средняя калорийность,0.121254236,Закуски,94.5752,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,1821.6288
FDH56,9.8,Средняя калорийность,0.063764099,Фрукты и овощи,113.8492,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,1737.738
DRM23,16.6,Низкокалорийный,0.136286138,Крепкие напитки,171.4422,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,2241.7486
FDZ07,,Средняя калорийность,0.164391573,Фрукты и овощи,62.8194,OUT019,1985,Маленький,Локация 1,Продуктовый магазин,61.9194
FDK40,7.035,Низкокалорийный,0.02189371,Замороженные продукты,262.791,OUT045,2002,,Локация 2,Супермаркет Тип1,3681.874
FDU04,7.93,Низкокалорийный,0,Замороженные продукты,121.8414,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,2802.3522
DRL37,15.5,Низкокалорийный,0,Безалкогольные напитки,41.377,OUT017,2007,,Локация 2,Супермаркет Тип1,649.155
FDT26,,Средняя калорийность,0.067624438,Молочные продукты,120.944,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,1078.596
FDT24,12.35,Средняя калорийность,0.186236236,Выпечка,78.7328,OUT045,2002,,Локация 2,Супермаркет Тип1,1390.1904
FDX57,,Средняя калорийность,0.047037323,Закуски,96.4068,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,2624.5836
FDA55,,Средняя калорийность,0.099780431,Фрукты и овощи,225.2088,OUT019,1985,Маленький,Локация 1,Продуктовый магазин,447.4176
NCN05,8.235,Низкокалорийный,0.014488997,Здоровье и гигиена,183.795,OUT045,2002,,Локация 2,Супермаркет Тип1,2929.52
FDR58,6.675,Низкокалорийный,0.04200648,Закуски,92.6462,OUT045,2002,,Локация 2,Супермаркет Тип1,1665.8316
FDX47,6.55,Средняя калорийность,0.034575546,Хлеб,156.5288,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,1571.288
NCH54,13.5,Низкокалорийный,0.072965144,Товары для дома,160.692,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,1917.504
NCH42,6.86,Низкокалорийный,0.036530411,Товары для дома,227.801,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,3904.917
FDH56,9.8,Средняя калорийность,0.063946629,Фрукты и овощи,116.6492,OUT045,2002,,Локация 2,Супермаркет Тип1,2316.984
FDQ48,14.3,Средняя калорийность,0.034551415,Выпечка,98.1726,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,685.1082
FDN20,19.35,Низкокалорийный,0.026329989,Фрукты и овощи,169.2474,OUT017,2007,,Локация 2,Супермаркет Тип1,3705.8428
FDA15,9.3,Низкокалорийный,0.016009057,Молочные продукты,250.6092,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,6474.2392
FDS48,,Низкокалорийный,0.048637888,Выпечка,149.7708,OUT019,1985,Маленький,Локация 1,Продуктовый магазин,150.4708
FDW02,4.805,Средняя калорийность,0.037852995,Молочные продукты,126.2704,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,3629.9416
FDN03,,Средняя калорийность,0.015016891,Мясо,248.6408,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,6759.2016
FDF57,14.5,Средняя калорийность,0.059160135,Фрукты и овощи,170.7448,OUT017,2007,,Локация 2,Супермаркет Тип1,2045.3376
DRM37,15.35,Низкокалорийный,0.096379585,Безалкогольные напитки,196.5768,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,4729.8432
NCD54,21.1,Низкокалорийный,0.029008944,Товары для дома,143.3786,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,866.8716
NCQ42,,Низкокалорийный,0.039078047,Товары для дома,128.3678,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,3179.195
FDW49,19.5,Низкокалорийный,0.082536604,Консервы,177.2002,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,2149.2024
DRI03,6.03,Низкокалорийный,0.0226848,Молочные продукты,178.1028,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,4604.6728
FDD14,20.7,Низкокалорийный,0.170152831,Консервы,182.6266,OUT045,2002,,Локация 2,Супермаркет Тип1,2581.9724
FDN02,16.5,Низкокалорийный,0.073827748,Консервы,208.8638,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,2484.7656
FDQ45,,Средняя калорийность,0.010864186,Закуски,185.3608,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,5329.0632
FDX56,17.1,Средняя калорийность,0.07436116,Фрукты и овощи,206.1638,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,4141.276
FDE51,,Средняя калорийность,0.168901843,Молочные продукты,43.4086,OUT019,1985,Маленький,Локация 1,Продуктовый магазин,44.6086
FDT47,5.26,Средняя калорийность,0.02455854,Хлеб,95.6068,OUT045,2002,,Локация 2,Супермаркет Тип1,2332.9632
FDM22,14,Средняя калорийность,0.041949832,Закуски,54.064,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,1118.544
FDB27,7.575,Низкокалорийный,0.055502454,Молочные продукты,196.5768,OUT045,2002,,Локация 2,Супермаркет Тип1,1576.6144
FDE02,,Низкокалорийный,0.120663214,Консервы,95.6778,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,2910.2118
FDD38,16.75,Средняя калорийность,0.00819018,Консервы,103.7674,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,2852.2872
FDF34,9.3,Средняя калорийность,0.014098693,Закуски,197.7084,OUT017,2007,,Локация 2,Супермаркет Тип1,3372.9428
FDP15,15.2,Низкокалорийный,0,Мясо,256.033,OUT010,1998,,Локация 3,Продуктовый магазин,1281.665
NCI29,8.6,Низкокалорийный,0.032806066,Здоровье и гигиена,143.6154,OUT017,2007,,Локация 2,Супермаркет Тип1,2127.231
FDU27,18.6,Средняя калорийность,0.172446822,Мясо,47.1376,OUT017,2007,,Локация 2,Супермаркет Тип1,767.0016
NCD55,,Низкокалорийный,0.024213354,Товары для дома,42.4454,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,293.6178
FDU37,9.5,Средняя калорийность,0,Консервы,79.596,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,1038.648
FDA01,15,Средняя калорийность,0.054685839,Консервы,60.2904,OUT017,2007,,Локация 2,Супермаркет Тип1,1581.9408
FDS13,6.465,Низкокалорийный,0.124758619,Консервы,264.1884,OUT045,2002,,Локация 2,Супермаркет Тип1,3444.8492
FDK55,18.5,Низкокалорийный,0.02586664,Мясо,88.9172,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,1695.1268
FDR36,6.715,Средняя калорийность,0.121563385,Выпечка,43.7454,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,545.2902
DRK49,14.15,Низкокалорийный,0.035999599,Безалкогольные напитки,41.5138,OUT049,1999,Средний,Локация 1,Супермаркет Тип1,162.4552
DRM23,,Низкокалорийный,0,Крепкие напитки,171.7422,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,6207.9192
FDH47,13.5,Средняя калорийность,0.21561193,Бакалея,98.6068,OUT010,1998,,Локация 3,Продуктовый магазин,97.2068
FDZ21,17.6,Средняя калорийность,0.039381633,Закуски,98.041,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,675.787
FDI57,19.85,Низкокалорийный,0.054331235,Морепродукты,198.7768,OUT017,2007,,Локация 2,Супермаркет Тип1,4532.7664
FDK26,,Средняя калорийность,0.056338482,Консервы,184.624,OUT019,1985,Маленький,Локация 1,Продуктовый магазин,1304.968
FDQ36,7.855,Средняя калорийность,0.161516894,Выпечка,37.0848,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,447.4176
FDJ58,,Средняя калорийность,0.184359831,Закуски,172.6764,OUT019,1985,Маленький,Локация 1,Продуктовый магазин,858.882
FDD45,8.615,Низкокалорийный,0.116484721,Фрукты и овощи,94.1436,OUT045,2002,,Локация 2,Супермаркет Тип1,1134.5232
FDG50,7.405,Низкокалорийный,0.015302764,Консервы,89.9146,OUT045,2002,,Локация 2,Супермаркет Тип1,2189.1504
FDO36,,Низкокалорийный,0.136417078,Выпечка,179.766,OUT019,1985,Маленький,Локация 1,Продуктовый магазин,179.766
NCW42,18.2,Низкокалорийный,0.058707159,Товары для дома,220.5456,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,3094.6384
NCH18,9.3,Низкокалорийный,0.074753743,Товары для дома,246.4802,OUT010,1998,,Локация 3,Продуктовый магазин,982.7208
FDY59,,Низкокалорийный,0.031251369,Выпечка,93.3462,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,1018.0082
NCO42,21.25,Низкокалорийный,0.024705597,Товары для дома,145.1102,OUT045,2002,,Локация 2,Супермаркет Тип1,1603.9122
FDM45,8.655,Средняя калорийность,0.088693595,Закуски,122.5756,OUT017,2007,,Локация 2,Супермаркет Тип1,2181.1608
NCV29,11.8,Низкокалорийный,0.038235337,Здоровье и гигиена,177.5686,OUT010,1998,,Локация 3,Продуктовый магазин,711.0744
FDT08,,Низкокалорийный,0.048980156,Фрукты и овощи,148.705,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,2996.1
NCQ43,,Низкокалорийный,0.194874778,Другое,110.2912,OUT019,1985,Маленький,Локация 1,Продуктовый магазин,218.3824
NCA54,16.5,Низкокалорийный,0.036611104,Товары для дома,180.9318,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,3247.7724
FDW55,12.6,Средняя калорийность,0,Фрукты и овощи,248.8092,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,6723.2484
FDI10,,Средняя калорийность,0.07802465,Закуски,171.4422,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,3448.844
NCS53,,Низкокалорийный,0.157190017,Здоровье и гигиена,156.8604,OUT019,1985,Маленький,Локация 1,Продуктовый магазин,316.9208
FDZ35,,Средняя калорийность,0.022170592,Хлеб,105.199,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,3199.169
FDF10,15.5,Средняя калорийность,0.156797787,Закуски,148.6418,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,3972.8286
FDO38,17.25,Низкокалорийный,0.07325106,Консервы,76.4986,OUT017,2007,,Локация 2,Супермаркет Тип1,778.986
FDY45,17.5,Низкокалорийный,0.026289984,Закуски,253.7356,OUT017,2007,,Локация 2,Супермаркет Тип1,3815.034
FDC40,16,Средняя калорийность,0.065328932,Молочные продукты,78.4986,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,1791.6678
NCO54,19.5,Низкокалорийный,0.014296484,Товары для дома,53.7614,OUT049,1999,Средний,Локация 1,Супермаркет Тип1,1436.7964
FDQ14,9.27,Низкокалорийный,0.062038986,Молочные продукты,148.005,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,1797.66
FDM10,18.25,Низкокалорийный,0.075908374,Закуски,213.4218,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,3846.9924
DRK23,8.395,Низкокалорийный,0.072383777,Крепкие напитки,251.504,OUT017,2007,,Локация 2,Супермаркет Тип1,7084.112
NCR17,9.8,Низкокалорийный,0.024363026,Здоровье и гигиена,114.0492,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,2085.2856
FDG31,,Низкокалорийный,0.066351687,Мясо,65.0826,OUT019,1985,Маленький,Локация 1,Продуктовый магазин,193.7478
FDH02,7.27,Средняя калорийность,0.020823289,Консервы,92.4488,OUT045,2002,,Локация 2,Супермаркет Тип1,996.0368
DRH37,17.6,Низкокалорийный,0.041851756,Безалкогольные напитки,162.7526,OUT017,2007,,Локация 2,Супермаркет Тип1,3124.5994
DRC36,13,Средняя калорийность,0.045239326,Безалкогольные напитки,174.1054,OUT017,2007,,Локация 2,Супермаркет Тип1,4377.635
FDB56,8.75,Средняя калорийность,0.074778547,Фрукты и овощи,186.3556,OUT045,2002,,Локация 2,Супермаркет Тип1,3567.3564
NCK54,12.15,Низкокалорийный,0.029583249,Товары для дома,114.715,OUT045,2002,,Локация 2,Супермаркет Тип1,1048.635
NCQ17,10.3,Низкокалорийный,0,Здоровье и гигиена,154.663,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,2816.334
FDM13,6.425,Низкокалорийный,0.063432676,Завтрак,132.8626,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,524.6504
FDT44,16.6,Низкокалорийный,0.103406065,Фрукты и овощи,116.4466,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,1178.466
FDO28,,Низкокалорийный,0.126585095,Замороженные продукты,122.4098,OUT019,1985,Маленький,Локация 1,Продуктовый магазин,120.5098
NCK07,10.65,Низкокалорийный,0.04896208,Другое,165.8526,OUT017,2007,,Локация 2,Супермаркет Тип1,3946.8624
NCP05,19.6,Низкокалорийный,0.025286583,Здоровье и гигиена,151.8024,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,1366.2216
FDX11,16,Средняя калорийность,0.106752081,Выпечка,181.4634,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,1090.5804
FDS52,8.89,Низкокалорийный,0.005485618,Замороженные продукты,99.3016,OUT045,2002,,Локация 2,Супермаркет Тип1,607.2096
FDB14,20.25,Средняя калорийность,0.102932246,Консервы,93.212,OUT045,2002,,Локация 2,Супермаркет Тип1,1304.968
NCY06,,Низкокалорийный,0.060888514,Товары для дома,130.1968,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,1565.9616
FDS45,5.175,Средняя калорийность,0.029662795,Закуски,105.2622,OUT017,2007,,Локация 2,Супермаркет Тип1,2328.9684
DRF23,4.61,Низкокалорийный,0,Крепкие напитки,173.8396,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,1221.0772
FDD33,,Низкокалорийный,0,Фрукты и овощи,231.9642,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,6970.926
NCA53,11.395,Низкокалорийный,0.009918699,Здоровье и гигиена,49.4034,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,777.6544
FDC46,17.7,Низкокалорийный,0.116520447,Закуски,186.0266,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,2950.8256
NCW41,18,Низкокалорийный,0.015447454,Здоровье и гигиена,159.2604,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,3961.51
FDZ39,19.7,Средняя калорийность,0.018098194,Мясо,104.599,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,309.597
FDE51,5.925,Средняя калорийность,0.097012989,Молочные продукты,42.9086,OUT017,2007,,Локация 2,Супермаркет Тип1,758.3462
FDG32,,Низкокалорийный,0.17514326,Фрукты и овощи,222.3772,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,9562.2196
NCK07,10.65,Низкокалорийный,0.048785427,Другое,163.9526,OUT045,2002,,Локация 2,Супермаркет Тип1,1644.526
NCQ41,14.8,Низкокалорийный,0.019476708,Здоровье и гигиена,193.0794,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,3901.588
FDL36,15.1,Низкокалорийный,0.076229769,Выпечка,90.483,OUT045,2002,,Локация 2,Супермаркет Тип1,1617.894
FDQ26,13.5,Средняя калорийность,0,Молочные продукты,57.8562,OUT049,1999,Средний,Локация 1,Супермаркет Тип1,711.0744
FDR02,16.7,Низкокалорийный,0.022190488,Молочные продукты,113.1886,OUT017,2007,,Локация 2,Супермаркет Тип1,3335.658
FDV59,13.35,Низкокалорийный,0,Хлеб,217.6166,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,3265.749
FDZ33,10.195,Низкокалорийный,0,Закуски,147.2076,OUT010,1998,,Локация 3,Продуктовый магазин,739.038
NCT41,15.7,Низкокалорийный,0.05610384,Здоровье и гигиена,153.5024,OUT045,2002,,Локация 2,Супермаркет Тип1,2580.6408
FDB17,13.15,Низкокалорийный,0.061381589,Замороженные продукты,179.9976,OUT010,1998,,Локация 3,Продуктовый магазин,181.0976
FDN44,13.15,Низкокалорийный,0.022795611,Фрукты и овощи,160.192,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,1597.92
FDE45,12.1,Низкокалорийный,0.040323731,Фрукты и овощи,180.0002,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,4656.6052
FDG47,12.8,Низкокалорийный,0.070012633,Бакалея,262.8252,OUT017,2007,,Локация 2,Супермаркет Тип1,2885.5772
NCP02,,Низкокалорийный,0.044591774,Товары для дома,59.6562,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,2192.4794
FDW02,4.805,Средняя калорийность,0.037699423,Молочные продукты,125.5704,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,3880.2824
NCM53,18.75,Низкокалорийный,0.052040915,Здоровье и гигиена,105.728,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,2024.032
FDD47,7.6,Средняя калорийность,0.142292265,Бакалея,171.3448,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,3238.4512
FDE28,9.5,Средняя калорийность,0.132521929,Замороженные продукты,228.6668,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,4146.6024
FDV12,16.7,Средняя калорийность,0.061122656,Выпечка,100.0384,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,2463.46
FDE36,5.26,Средняя калорийность,0.041942549,Выпечка,165.4868,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,2293.0152
FDU45,15.6,Средняя калорийность,0.035506142,Закуски,112.4518,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,3301.7022
FDP28,13.65,Средняя калорийность,0.080573371,Замороженные продукты,260.1936,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,3914.904
FDH33,12.85,Низкокалорийный,0.121972274,Закуски,43.1428,OUT045,2002,,Локация 2,Супермаркет Тип1,703.0848
FDO44,12.6,Низкокалорийный,0.087436672,Фрукты и овощи,109.9228,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,663.1368
FDR07,,Низкокалорийный,0.136119549,Фрукты и овощи,94.1094,OUT019,1985,Маленький,Локация 1,Продуктовый магазин,190.4188
FDJ45,17.75,Низкокалорийный,0.073396761,Морепродукты,35.1216,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,830.9184
FDS59,14.8,Средняя калорийность,0.073468631,Хлеб,110.857,OUT010,1998,,Локация 3,Продуктовый магазин,329.571
FDU34,18.25,Низкокалорийный,0.075132353,Закуски,125.9046,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,2365.5874
NCL06,14.65,Низкокалорийный,0.120624771,Товары для дома,261.7594,OUT010,1998,,Локация 3,Продуктовый магазин,523.3188
FDR37,16.5,Средняя калорийность,0.110888167,Завтрак,181.6292,OUT010,1998,,Локация 3,Продуктовый магазин,1094.5752
NCM53,18.75,Низкокалорийный,0.052252908,Здоровье и гигиена,105.728,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,1704.448
DRG25,10.5,Низкокалорийный,0.019046089,Безалкогольные напитки,188.424,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,2237.088
DRE25,15.35,Низкокалорийный,0.073397129,Безалкогольные напитки,91.912,OUT049,1999,Средний,Локация 1,Супермаркет Тип1,2609.936
FDZ45,14.1,Низкокалорийный,0.067011609,Закуски,197.1084,OUT045,2002,,Локация 2,Супермаркет Тип1,2182.4924
NCV53,8.27,Низкокалорийный,0.031490111,Здоровье и гигиена,239.088,OUT010,1998,,Локация 3,Продуктовый магазин,719.064
FDR55,12.15,Средняя калорийность,0.132621594,Фрукты и овощи,190.1872,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,3781.744
FDS47,,Низкокалорийный,0,Хлеб,87.6856,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,1845.5976
DRG27,8.895,Низкокалорийный,0.105110692,Молочные продукты,41.1138,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,690.4346
